"","x"
"3623","NE"
"3624","NE"
"3625","NE"
"3626","DA"
"3627","DA"
"3628","DA"
"3629","NE"
"3630","NE"
"3631","DA"
"3632","NE"
"3633","NE"
"3634","NE"
"3635","NE"
"3636","NE"
"3637","NE"
"3638","DA"
"3639","NE"
"3640","NE"
"3641","NE"
"3642","NE"
"3643","NE"
"3644","DA"
"3645","DA"
"3646","NE"
"3647","NE"
"3648","NE"
"3649","NE"
"3650","NE"
"3651","NE"
"3652","NE"
"3653","NE"
"3654","NE"
"3655","NE"
"3656","DA"
"3657","NE"
"3658","DA"
"3659","NE"
"3660","NE"
"3661","NE"
"3662","DA"
"3663","DA"
"3664","NE"
"3665","NE"
"3666","DA"
"3667","NE"
"3668","NE"
"3669","DA"
"3670","NE"
"3671","NE"
"3672","DA"
"3673","NE"
"3674","NE"
"3675","NE"
"3676","DA"
"3677","NE"
"3678","NE"
"3679","NE"
"3680","NE"
"3681","NE"
"3682","NE"
"3683","NE"
"3684","NE"
"3685","NE"
"3686","NE"
"3687","NE"
"3688","NE"
"3689","DA"
"3690","NE"
"3691","NE"
"3692","NE"
"3693","DA"
"3694","NE"
"3695","NE"
"3696","NE"
"3697","NE"
"3698","NE"
"3699","NE"
"3700","NE"
"3701","DA"
"3702","NE"
"3703","DA"
"3704","DA"
"3705","DA"
"3706","NE"
"3707","DA"
"3708","NE"
"3709","NE"
"3710","NE"
"3711","NE"
"3712","NE"
"3713","NE"
"3714","DA"
"3715","DA"
"3716","NE"
"3717","NE"
"3718","NE"
"3719","NE"
"3720","NE"
"3721","NE"
"3722","NE"
"3723","NE"
"3724","DA"
"3725","NE"
"3726","NE"
"3727","NE"
"3728","NE"
"3729","NE"
"3730","NE"
"3731","DA"
"3732","NE"
"3733","NE"
"3734","NE"
"3735","NE"
"3736","NE"
"3737","NE"
"3738","NE"
"3739","NE"
"3740","DA"
"3741","NE"
"3742","NE"
"3743","NE"
"3744","NE"
"3745","NE"
"3746","NE"
"3747","DA"
"3748","NE"
"3749","NE"
"3750","NE"
"3751","NE"
"3752","NE"
"3753","NE"
"3754","DA"
"3755","NE"
"3756","NE"
"3757","NE"
"3758","NE"
"3759","NE"
"3760","NE"
"3761","NE"
"3762","DA"
"3763","NE"
"3764","NE"
"3765","NE"
"3766","DA"
"3767","NE"
"3768","NE"
"3769","DA"
"3770","NE"
"3771","NE"
"3772","NE"
"3773","NE"
"3774","NE"
"3775","NE"
"3776","NE"
"3777","NE"
"3778","NE"
"3779","NE"
"3780","NE"
"3781","DA"
"3782","NE"
"3783","NE"
"3784","NE"
"3785","NE"
"3786","NE"
"3787","NE"
"3788","NE"
"3789","NE"
"3790","NE"
"3791","NE"
"3792","NE"
"3793","NE"
"3794","NE"
"3795","NE"
"3796","NE"
"3797","DA"
"3798","DA"
"3799","NE"
"3800","DA"
"3801","NE"
"3802","NE"
"3803","NE"
"3804","NE"
"3805","NE"
"3806","NE"
"3807","NE"
"3808","NE"
"3809","NE"
"3810","NE"
"3811","NE"
"3812","DA"
"3813","NE"
"3814","DA"
"3815","NE"
"3816","DA"
"3817","NE"
"3818","NE"
"3819","NE"
"3820","NE"
"3821","NE"
"3822","DA"
"3823","NE"
"3824","NE"
"3825","NE"
"3826","DA"
"3827","NE"
"3828","DA"
"3829","NE"
"3830","DA"
"3831","DA"
"3832","NE"
"3833","NE"
"3834","NE"
"3835","NE"
"3836","DA"
"3837","NE"
"3838","DA"
"3839","NE"
"3840","DA"
"3841","NE"
"3842","NE"
"3843","NE"
"3844","NE"
"3845","NE"
"3846","NE"
"3847","NE"
"3848","DA"
"3849","NE"
"3850","NE"
"3851","NE"
"3852","NE"
"3853","NE"
"3854","DA"
"3855","NE"
"3856","NE"
"3857","NE"
"3858","NE"
"3859","NE"
"3860","NE"
"3861","NE"
"3862","DA"
"3863","DA"
"3864","NE"
"3865","DA"
"3866","NE"
"3867","NE"
"3868","NE"
"3869","DA"
"3870","NE"
"3871","NE"
"3872","NE"
"3873","NE"
"3874","NE"
"3875","NE"
"3876","NE"
"3877","NE"
"3878","NE"
"3879","NE"
"3880","DA"
"3881","NE"
"3882","NE"
"3883","NE"
"3884","NE"
"3885","NE"
"3886","NE"
"3887","NE"
"3888","NE"
"3889","NE"
"3890","NE"
"3891","NE"
"3892","NE"
"3893","NE"
"3894","NE"
"3895","NE"
"3896","NE"
"3897","NE"
"3898","NE"
"3899","NE"
"3900","DA"
"3901","NE"
"3902","NE"
"3903","NE"
"3904","NE"
"3905","NE"
"3906","NE"
"3907","DA"
"3908","NE"
"3909","NE"
"3910","NE"
"3911","DA"
"3912","NE"
"3913","NE"
"3914","NE"
"3915","NE"
"3916","NE"
"3917","NE"
"3918","NE"
"3919","NE"
"3920","NE"
"3921","DA"
"3922","NE"
"3923","NE"
"3924","NE"
"3925","NE"
"3926","NE"
"3927","NE"
"3928","NE"
"3929","NE"
"3930","NE"
"3931","NE"
"3932","NE"
"3933","NE"
"3934","NE"
"3935","NE"
"3936","NE"
"3937","NE"
"3938","DA"
"3939","NE"
"3940","DA"
"3941","DA"
"3942","NE"
"3943","NE"
"3944","DA"
"3945","NE"
"3946","NE"
"3947","NE"
"3948","NE"
"3949","NE"
"3950","NE"
"3951","NE"
"3952","DA"
"3953","NE"
"3954","NE"
"3955","NE"
"3956","NE"
"3957","NE"
"3958","NE"
"3959","NE"
"3960","NE"
"3961","DA"
"3962","NE"
"3963","NE"
"3964","NE"
"3965","NE"
"3966","NE"
"3967","NE"
"3968","NE"
"3969","NE"
"3970","NE"
"3971","NE"
"3972","NE"
"3973","NE"
"3974","NE"
"3975","NE"
"3976","NE"
"3977","NE"
"3978","NE"
"3979","NE"
"3980","DA"
"3981","DA"
"3982","NE"
"3983","DA"
"3984","NE"
"3985","DA"
"3986","NE"
"3987","NE"
"3988","DA"
"3989","DA"
"3990","DA"
"3991","NE"
"3992","NE"
"3993","NE"
"3994","DA"
"3995","DA"
"3996","NE"
"3997","DA"
"3998","NE"
"3999","DA"
"4000","NE"
"4001","NE"
"4002","NE"
"4003","DA"
"4004","NE"
"4005","NE"
"4006","NE"
"4007","NE"
"4008","NE"
"4009","DA"
"4010","NE"
"4011","NE"
"4012","NE"
"4013","NE"
"4014","NE"
"4015","NE"
"4016","NE"
"4017","NE"
"4018","DA"
"4019","NE"
"4020","DA"
"4021","NE"
"4022","DA"
"4023","NE"
"4024","NE"
"4025","NE"
"4026","NE"
"4027","NE"
"4028","NE"
"4029","NE"
"4030","NE"
"4031","NE"
"4032","NE"
"4033","NE"
"4034","NE"
"4035","NE"
"4036","NE"
"4037","DA"
"4038","DA"
"4039","NE"
"4040","DA"
"4041","NE"
"4042","NE"
"4043","DA"
"4044","DA"
"4045","NE"
"4046","NE"
"4047","NE"
"4048","NE"
"4049","NE"
"4050","NE"
"4051","NE"
"4052","NE"
"4053","NE"
"4054","NE"
"4055","NE"
"4056","NE"
"4057","DA"
"4058","NE"
"4059","DA"
"4060","DA"
"4061","NE"
"4062","NE"
"4063","NE"
"4064","DA"
"4065","NE"
"4066","NE"
"4067","NE"
"4068","NE"
"4069","NE"
"4070","NE"
"4071","NE"
"4072","NE"
"4073","NE"
"4074","NE"
"4075","NE"
"4076","DA"
"4077","NE"
"4078","NE"
"4079","NE"
"4080","NE"
"4081","DA"
"4082","NE"
"4083","NE"
"4084","NE"
"4085","NE"
"4086","NE"
"4087","NE"
"4088","NE"
"4089","NE"
"4090","DA"
"4091","NE"
"4092","DA"
"4093","DA"
"4094","NE"
"4095","DA"
"4096","NE"
"4097","NE"
"4098","NE"
"4099","DA"
"4100","NE"
"4101","DA"
"4102","DA"
"4103","NE"
"4104","NE"
"4105","DA"
"4106","NE"
"4107","NE"
"4108","NE"
"4109","NE"
"4110","NE"
"4111","NE"
"4112","NE"
"4113","NE"
"4114","NE"
"4115","NE"
"4116","NE"
"4117","NE"
"4118","NE"
"4119","NE"
"4120","NE"
"4121","NE"
"4122","NE"
"4123","NE"
"4124","NE"
"4125","NE"
"4126","NE"
"4127","NE"
"4128","NE"
"4129","NE"
"4130","NE"
"4131","DA"
"4132","NE"
"4133","NE"
"4134","DA"
"4135","NE"
"4136","NE"
"4137","DA"
"4138","NE"
"4139","NE"
"4140","NE"
"4141","DA"
"4142","NE"
"4143","NE"
"4144","NE"
"4145","NE"
"4146","NE"
"4147","DA"
"4148","DA"
"4149","NE"
"4150","NE"
"4151","NE"
"4152","NE"
"4153","NE"
"4154","DA"
"4155","NE"
"4156","DA"
"4157","NE"
"4158","NE"
"4159","NE"
"4160","NE"
"4161","NE"
"4162","NE"
"4163","NE"
"4164","NE"
"4165","DA"
"4166","NE"
"4167","NE"
"4168","NE"
"4169","NE"
"4170","NE"
"4171","NE"
"4172","NE"
"4173","NE"
"4174","NE"
"4175","NE"
"4176","DA"
"4177","NE"
"4178","NE"
"4179","DA"
"4180","NE"
"4181","NE"
"4182","NE"
"4183","DA"
"4184","DA"
"4185","DA"
"4186","NE"
"4187","NE"
"4188","DA"
"4189","NE"
"4190","NE"
"4191","NE"
"4192","NE"
"4193","NE"
"4194","DA"
"4195","NE"
"4196","NE"
"4197","NE"
"4198","NE"
"4199","NE"
"4200","NE"
"4201","NE"
"4202","NE"
"4203","NE"
"4204","NE"
"4205","NE"
"4206","NE"
"4207","NE"
"4208","NE"
"4209","NE"
"4210","NE"
"4211","NE"
"4212","NE"
"4213","NE"
"4214","NE"
"4215","NE"
"4216","NE"
"4217","NE"
"4218","NE"
"4219","NE"
"4220","NE"
"4221","DA"
"4222","NE"
"4223","NE"
"4224","NE"
"4225","NE"
"4226","NE"
"4227","NE"
"4228","NE"
"4229","DA"
"4230","NE"
"4231","NE"
"4232","DA"
"4233","NE"
"4234","NE"
"4235","NE"
"4236","DA"
"4237","NE"
"4238","NE"
"4239","NE"
"4240","NE"
"4241","NE"
"4242","NE"
"4243","NE"
"4244","NE"
"4245","NE"
"4246","DA"
"4247","NE"
"4248","NE"
"4249","NE"
"4250","NE"
"4251","NE"
"4252","NE"
"4253","NE"
"4254","NE"
"4255","NE"
"4256","NE"
"4257","NE"
"4258","NE"
"4259","DA"
"4260","DA"
"4261","DA"
"4262","DA"
"4263","NE"
"4264","NE"
"4265","NE"
"4266","NE"
"4267","NE"
"4268","DA"
"4269","NE"
"4270","NE"
"4271","NE"
"4272","NE"
"4273","NE"
"4274","NE"
"4275","NE"
"4276","NE"
"4277","NE"
"4278","NE"
"4279","DA"
"4280","NE"
"4281","NE"
"4282","NE"
"4283","NE"
"4284","NE"
"4285","NE"
"4286","NE"
"4287","NE"
"4288","NE"
"4289","NE"
"4290","NE"
"4291","DA"
"4292","DA"
"4293","NE"
"4294","DA"
"4295","NE"
"4296","DA"
"4297","NE"
"4298","DA"
"4299","NE"
"4300","DA"
"4301","DA"
"4302","NE"
"4303","NE"
"4304","DA"
"4305","NE"
"4306","NE"
"4307","NE"
"4308","NE"
"4309","NE"
"4310","NE"
"4311","DA"
"4312","NE"
"4313","NE"
"4314","NE"
"4315","NE"
"4316","DA"
"4317","NE"
"4318","NE"
"4319","NE"
"4320","NE"
"4321","NE"
"4322","NE"
"4323","DA"
"4324","NE"
"4325","NE"
"4326","NE"
"4327","NE"
"4328","NE"
"4329","NE"
"4330","NE"
"4331","DA"
"4332","NE"
"4333","DA"
"4334","NE"
"4335","NE"
"4336","NE"
"4337","NE"
"4338","NE"
"4339","NE"
"4340","NE"
"4341","NE"
"4342","NE"
"4343","DA"
"4344","DA"
"4345","NE"
"4346","DA"
"4347","DA"
"4348","DA"
"4349","NE"
"4350","NE"
"4351","NE"
"4352","DA"
"4353","DA"
"4354","NE"
"4355","NE"
"4356","DA"
"4357","NE"
"4358","NE"
"4359","NE"
"4360","DA"
"4361","DA"
"4362","NE"
"4363","NE"
"4364","NE"
"4365","NE"
"4366","NE"
"4367","NE"
"4368","DA"
"4369","DA"
"4370","NE"
"4371","NE"
"4372","NE"
"4373","NE"
"4374","NE"
"4375","DA"
"4376","NE"
"4377","NE"
"4378","NE"
"4379","NE"
"4380","NE"
"4381","NE"
"4382","NE"
"4383","NE"
"4384","NE"
"4385","NE"
"4386","NE"
"4387","NE"
"4388","NE"
"4389","NE"
"4390","NE"
"4391","DA"
"4392","NE"
"4393","NE"
"4394","NE"
"4395","DA"
"4396","NE"
"4397","NE"
"4398","NE"
"4399","NE"
"4400","NE"
"4401","NE"
"4402","NE"
"4403","NE"
"4404","DA"
"4405","NE"
"4406","NE"
"4407","NE"
"4408","DA"
"4409","DA"
"4410","NE"
"4411","NE"
"4412","NE"
"4413","NE"
"4414","NE"
"4415","NE"
"4416","NE"
"4417","NE"
"4418","NE"
"4419","NE"
"4420","NE"
"4421","NE"
"4422","DA"
"4423","NE"
"4424","NE"
"4425","NE"
"4426","DA"
"4427","NE"
"4428","NE"
"4429","DA"
"4430","NE"
"4431","NE"
"4432","NE"
"4433","NE"
"4434","NE"
"4435","DA"
"4436","NE"
"4437","NE"
"4438","NE"
"4439","NE"
"4440","NE"
"4441","NE"
"4442","NE"
"4443","NE"
"4444","NE"
"4445","NE"
"4446","NE"
"4447","NE"
"4448","DA"
"4449","NE"
"4450","NE"
"4451","DA"
"4452","NE"
"4453","DA"
"4454","NE"
"4455","NE"
"4456","NE"
"4457","NE"
"4458","NE"
"4459","DA"
"4460","NE"
"4461","NE"
"4462","NE"
"4463","DA"
"4464","NE"
"4465","NE"
"4466","NE"
"4467","NE"
"4468","NE"
"4469","NE"
"4470","NE"
"4471","NE"
"4472","NE"
"4473","NE"
"4474","NE"
"4475","NE"
"4476","NE"
"4477","NE"
"4478","NE"
"4479","NE"
"4480","NE"
"4481","NE"
"4482","NE"
"4483","NE"
"4484","DA"
"4485","NE"
"4486","DA"
"4487","NE"
"4488","NE"
"4489","NE"
"4490","NE"
"4491","NE"
"4492","NE"
"4493","DA"
"4494","DA"
"4495","NE"
"4496","NE"
"4497","NE"
"4498","DA"
"4499","NE"
"4500","NE"
"4501","NE"
"4502","DA"
"4503","NE"
"4504","NE"
"4505","NE"
"4506","NE"
"4507","NE"
"4508","NE"
"4509","NE"
"4510","NE"
"4511","NE"
"4512","NE"
"4513","NE"
"4514","DA"
"4515","DA"
"4516","NE"
"4517","NE"
"4518","NE"
"4519","DA"
"4520","NE"
"4521","DA"
"4522","NE"
"4523","NE"
"4524","NE"
"4525","NE"
"4526","NE"
"4527","NE"
"4528","NE"
"4529","NE"
"4530","NE"
"4531","DA"
"4532","NE"
"4533","NE"
"4534","NE"
"4535","NE"
"4536","NE"
"4537","NE"
"4538","NE"
"4539","NE"
"4540","NE"
"4541","NE"
"4542","NE"
"4543","NE"
"4544","NE"
"4545","NE"
"4546","DA"
"4547","NE"
"4548","NE"
"4549","NE"
"4550","DA"
"4551","NE"
"4552","NE"
"4553","NE"
"4554","NE"
"4555","DA"
"4556","NE"
"4557","NE"
"4558","NE"
"4559","NE"
"4560","NE"
"4561","DA"
"4562","NE"
"4563","NE"
"4564","NE"
"4565","NE"
"4566","NE"
"4567","DA"
"4568","NE"
"4569","NE"
"4570","NE"
"4571","NE"
"4572","NE"
"4573","NE"
"4574","NE"
"4575","NE"
"4576","DA"
"4577","DA"
"4578","NE"
"4579","NE"
"4580","NE"
"4581","NE"
"4582","NE"
"4583","NE"
"4584","DA"
"4585","NE"
"4586","NE"
"4587","NE"
"4588","DA"
"4589","NE"
"4590","NE"
"4591","DA"
"4592","NE"
"4593","NE"
"4594","NE"
"4595","NE"
"4596","NE"
"4597","NE"
"4598","NE"
"4599","DA"
"4600","NE"
"4601","NE"
"4602","NE"
"4603","NE"
"4604","NE"
"4605","NE"
"4606","NE"
"4607","NE"
"4608","NE"
"4609","NE"
"4610","NE"
"4611","NE"
"4612","NE"
"4613","NE"
"4614","NE"
"4615","NE"
"4616","NE"
"4617","NE"
"4618","NE"
"4619","NE"
"4620","NE"
"4621","NE"
"4622","NE"
"4623","NE"
"4624","DA"
"4625","NE"
"4626","NE"
"4627","NE"
"4628","NE"
"4629","DA"
"4630","NE"
"4631","DA"
"4632","NE"
"4633","NE"
"4634","DA"
"4635","NE"
"4636","DA"
"4637","NE"
"4638","NE"
"4639","NE"
"4640","NE"
"4641","NE"
"4642","NE"
"4643","NE"
"4644","NE"
"4645","DA"
"4646","NE"
"4647","NE"
"4648","NE"
"4649","NE"
"4650","NE"
"4651","NE"
"4652","NE"
"4653","DA"
"4654","NE"
"4655","NE"
"4656","DA"
"4657","NE"
"4658","NE"
"4659","NE"
"4660","NE"
"4661","DA"
"4662","NE"
"4663","NE"
"4664","NE"
"4665","NE"
"4666","NE"
"4667","NE"
"4668","DA"
"4669","NE"
"4670","NE"
"4671","NE"
"4672","NE"
"4673","DA"
"4674","NE"
"4675","NE"
"4676","NE"
"4677","DA"
"4678","NE"
"4679","NE"
"4680","NE"
"4681","NE"
"4682","NE"
"4683","NE"
"4684","NE"
"4685","NE"
"4686","NE"
"4687","NE"
"4688","NE"
"4689","NE"
"4690","NE"
"4691","NE"
"4692","DA"
"4693","NE"
"4694","NE"
"4695","NE"
"4696","DA"
"4697","NE"
"4698","NE"
"4699","DA"
"4700","NE"
"4701","DA"
"4702","NE"
"4703","NE"
"4704","DA"
"4705","DA"
"4706","NE"
"4707","NE"
"4708","DA"
"4709","NE"
"4710","NE"
"4711","NE"
"4712","NE"
"4713","NE"
"4714","NE"
"4715","NE"
"4716","NE"
"4717","DA"
"4718","NE"
"4719","NE"
"4720","DA"
"4721","DA"
"4722","DA"
"4723","NE"
"4724","NE"
"4725","NE"
"4726","NE"
"4727","DA"
"4728","NE"
"4729","DA"
"4730","DA"
"4731","NE"
"4732","NE"
"4733","NE"
"4734","NE"
"4735","NE"
"4736","NE"
"4737","NE"
"4738","DA"
"4739","NE"
"4740","NE"
"4741","NE"
"4742","NE"
"4743","NE"
"4744","NE"
"4745","NE"
"4746","NE"
"4747","NE"
"4748","NE"
"4749","NE"
"4750","NE"
"4751","NE"
"4752","NE"
"4753","NE"
"4754","NE"
"4755","NE"
"4756","DA"
"4757","NE"
"4758","NE"
"4759","NE"
"4760","DA"
"4761","NE"
"4762","NE"
"4763","DA"
"4764","NE"
"4765","DA"
"4766","DA"
"4767","NE"
"4768","NE"
"4769","NE"
"4770","NE"
"4771","NE"
"4772","DA"
"4773","NE"
"4774","NE"
"4775","NE"
"4776","NE"
"4777","NE"
"4778","NE"
"4779","NE"
"4780","NE"
"4781","NE"
"4782","NE"
"4783","NE"
"4784","NE"
"4785","NE"
"4786","NE"
"4787","NE"
"4788","NE"
"4789","NE"
"4790","NE"
"4791","NE"
"4792","NE"
"4793","NE"
"4794","DA"
"4795","NE"
"4796","NE"
"4797","NE"
"4798","NE"
"4799","NE"
"4800","NE"
"4801","NE"
"4802","DA"
"4803","NE"
"4804","NE"
"4805","NE"
"4806","NE"
"4807","NE"
"4808","NE"
"4809","NE"
"4810","NE"
"4811","NE"
"4812","NE"
"4813","NE"
"4814","NE"
"4815","NE"
"4816","NE"
"4817","NE"
"4818","NE"
"4819","NE"
"4820","NE"
"4821","NE"
"4822","NE"
"4823","NE"
"4824","NE"
"4825","NE"
"4826","DA"
"4827","DA"
"4828","NE"
"4829","DA"
"4830","NE"
"4831","NE"
"4832","NE"
"4833","DA"
"4834","NE"
"4835","NE"
"4836","DA"
"4837","NE"
"4838","NE"
"4839","NE"
"4840","NE"
"4841","NE"
"4842","NE"
"4843","DA"
"4844","NE"
"4845","NE"
"4846","DA"
"4847","NE"
"4848","NE"
"4849","NE"
"4850","NE"
"4851","NE"
"4852","NE"
"4853","NE"
"4854","NE"
"4855","NE"
"4856","NE"
"4857","NE"
"4858","NE"
"4859","NE"
"4860","NE"
"4861","NE"
"4862","NE"
"4863","NE"
"4864","NE"
"4865","NE"
"4866","NE"
"4867","NE"
"4868","DA"
"4869","NE"
"4870","NE"
"4871","NE"
"4872","DA"
"4873","NE"
"4874","NE"
"4875","NE"
"4876","NE"
"4877","NE"
"4878","NE"
"4879","NE"
"4880","NE"
"4881","NE"
"4882","NE"
"4883","NE"
"4884","NE"
"4885","NE"
"4886","NE"
"4887","NE"
"4888","NE"
"4889","DA"
"4890","NE"
"4891","NE"
"4892","NE"
"4893","NE"
"4894","NE"
"4895","NE"
"4896","NE"
"4897","NE"
"4898","NE"
"4899","NE"
"4900","NE"
"4901","NE"
"4902","DA"
"4903","NE"
"4904","NE"
"4905","NE"
"4906","NE"
"4907","DA"
"4908","DA"
"4909","NE"
"4910","NE"
"4911","NE"
"4912","NE"
"4913","NE"
"4914","NE"
"4915","NE"
"4916","NE"
"4917","NE"
"4918","NE"
"4919","NE"
"4920","NE"
"4921","NE"
"4922","NE"
"4923","NE"
"4924","NE"
"4925","NE"
"4926","NE"
"4927","NE"
"4928","NE"
"4929","DA"
"4930","NE"
"4931","DA"
"4932","NE"
"4933","NE"
"4934","NE"
"4935","NE"
"4936","NE"
"4937","NE"
"4938","DA"
"4939","NE"
"4940","NE"
"4941","DA"
"4942","NE"
"4943","NE"
"4944","NE"
"4945","NE"
"4946","NE"
"4947","NE"
"4948","NE"
"4949","NE"
"4950","NE"
"4951","NE"
"4952","NE"
"4953","NE"
"4954","NE"
"4955","DA"
"4956","NE"
"4957","NE"
"4958","NE"
"4959","NE"
"4960","NE"
"4961","NE"
"4962","NE"
"4963","DA"
"4964","NE"
"4965","NE"
"4966","NE"
"4967","NE"
"4968","NE"
"4969","NE"
"4970","NE"
"4971","NE"
"4972","DA"
"4973","NE"
"4974","NE"
"4975","NE"
"4976","NE"
"4977","DA"
"4978","NE"
"4979","NE"
"4980","DA"
"4981","NE"
"4982","NE"
"4983","NE"
"4984","NE"
"4985","NE"
"4986","NE"
"4987","NE"
"4988","NE"
"4989","NE"
"4990","NE"
"4991","NE"
"4992","NE"
"4993","NE"
"4994","NE"
"4995","NE"
"4996","NE"
"4997","NE"
"4998","NE"
"4999","NE"
"5000","NE"
"5001","NE"
"5002","NE"
"5003","NE"
"5004","NE"
"5005","NE"
"5006","NE"
"5007","NE"
"5008","NE"
"5009","NE"
"5010","NE"
"5011","NE"
"5012","NE"
"5013","NE"
"5014","NE"
"5015","NE"
"5016","NE"
"5017","NE"
"5018","NE"
"5019","NE"
"5020","NE"
"5021","DA"
"5022","NE"
"5023","DA"
"5024","NE"
"5025","NE"
"5026","DA"
"5027","NE"
"5028","NE"
"5029","NE"
"5030","DA"
"5031","NE"
"5032","NE"
"5033","NE"
"5034","NE"
"5035","NE"
"5036","NE"
"5037","NE"
"5038","NE"
"5039","NE"
"5040","DA"
"5041","NE"
"5042","NE"
"5043","DA"
"5044","NE"
"5045","NE"
"5046","NE"
"5047","NE"
"5048","NE"
"5049","NE"
"5050","NE"
"5051","DA"
"5052","NE"
"5053","NE"
"5054","NE"
"5055","NE"
"5056","NE"
"5057","NE"
"5058","NE"
"5059","NE"
"5060","DA"
"5061","NE"
"5062","DA"
"5063","NE"
"5064","NE"
"5065","NE"
"5066","NE"
"5067","NE"
"5068","NE"
"5069","NE"
"5070","DA"
"5071","NE"
"5072","NE"
"5073","NE"
"5074","DA"
"5075","NE"
"5076","NE"
"5077","NE"
"5078","NE"
"5079","DA"
"5080","NE"
"5081","NE"
"5082","NE"
"5083","NE"
"5084","NE"
"5085","NE"
"5086","NE"
"5087","NE"
"5088","NE"
"5089","NE"
"5090","NE"
"5091","NE"
"5092","NE"
"5093","NE"
"5094","DA"
"5095","NE"
"5096","NE"
"5097","NE"
"5098","NE"
"5099","NE"
"5100","NE"
"5101","NE"
"5102","NE"
"5103","NE"
"5104","NE"
"5105","NE"
"5106","NE"
"5107","NE"
"5108","NE"
"5109","NE"
"5110","NE"
"5111","NE"
"5112","NE"
"5113","NE"
"5114","NE"
"5115","NE"
"5116","NE"
"5117","NE"
"5118","NE"
"5119","NE"
"5120","NE"
"5121","NE"
"5122","DA"
"5123","NE"
"5124","NE"
"5125","DA"
"5126","DA"
"5127","NE"
"5128","NE"
"5129","NE"
"5130","NE"
"5131","NE"
"5132","DA"
"5133","DA"
"5134","NE"
"5135","NE"
"5136","NE"
"5137","NE"
"5138","NE"
"5139","NE"
"5140","NE"
"5141","NE"
"5142","NE"
"5143","NE"
"5144","NE"
"5145","NE"
"5146","NE"
"5147","NE"
"5148","DA"
"5149","NE"
"5150","NE"
"5151","NE"
"5152","NE"
"5153","NE"
"5154","NE"
"5155","NE"
"5156","NE"
"5157","NE"
"5158","NE"
"5159","NE"
"5160","NE"
"5161","DA"
"5162","NE"
"5163","NE"
"5164","NE"
"5165","DA"
"5166","NE"
"5167","NE"
"5168","NE"
"5169","NE"
"5170","NE"
"5171","NE"
"5172","NE"
"5173","NE"
"5174","NE"
"5175","NE"
"5176","NE"
"5177","NE"
"5178","DA"
"5179","NE"
"5180","NE"
"5181","NE"
"5182","NE"
"5183","NE"
"5184","NE"
"5185","NE"
"5186","NE"
"5187","NE"
"5188","NE"
"5189","NE"
"5190","DA"
"5191","NE"
"5192","NE"
"5193","NE"
"5194","NE"
"5195","DA"
"5196","NE"
"5197","NE"
"5198","NE"
"5199","NE"
"5200","NE"
"5201","NE"
"5202","NE"
"5203","NE"
"5204","NE"
"5205","DA"
"5206","NE"
"5207","NE"
"5208","NE"
"5209","DA"
"5210","NE"
"5211","NE"
"5212","NE"
"5213","NE"
"5214","NE"
"5215","NE"
"5216","NE"
"5217","NE"
"5218","NE"
"5219","NE"
"5220","NE"
"5221","DA"
"5222","NE"
"5223","NE"
"5224","NE"
"5225","NE"
"5226","NE"
"5227","NE"
"5228","NE"
"5229","NE"
"5230","NE"
"5231","DA"
"5232","NE"
"5233","NE"
"5234","NE"
"5235","NE"
"5236","NE"
"5237","NE"
"5238","NE"
"5239","NE"
"5240","NE"
"5241","NE"
"5242","NE"
"5243","NE"
"5244","NE"
"5245","NE"
"5246","NE"
"5247","NE"
"5248","NE"
"5249","NE"
"5250","NE"
"5251","DA"
"5252","NE"
"5253","NE"
"5254","NE"
"5255","NE"
"5256","NE"
"5257","DA"
"5258","NE"
"5259","NE"
"5260","NE"
"5261","NE"
"5262","NE"
"5263","NE"
"5264","NE"
"5265","NE"
"5266","NE"
"5267","NE"
"5268","NE"
"5269","NE"
"5270","NE"
"5271","NE"
"5272","NE"
"5273","NE"
"5274","NE"
"5275","NE"
"5276","NE"
"5277","NE"
"5278","NE"
"5279","NE"
"5280","NE"
"5281","NE"
"5282","NE"
"5283","NE"
"5284","NE"
"5285","NE"
"5286","NE"
"5287","NE"
"5288","NE"
"5289","NE"
"5290","NE"
"5291","DA"
"5292","NE"
"5293","NE"
"5294","NE"
"5295","NE"
"5296","NE"
"5297","NE"
"5298","DA"
"5299","NE"
"5300","NE"
"5301","NE"
"5302","NE"
"5303","DA"
"5304","DA"
"5305","NE"
"5306","NE"
"5307","DA"
"5308","NE"
"5309","NE"
"5310","NE"
"5311","NE"
"5312","NE"
"5313","NE"
"5314","DA"
"5315","NE"
"5316","NE"
"5317","NE"
"5318","NE"
"5319","NE"
"5320","NE"
"5321","NE"
"5322","NE"
"5323","NE"
"5324","DA"
"5325","NE"
"5326","NE"
"5327","NE"
"5328","DA"
"5329","NE"
"5330","NE"
"5331","NE"
"5332","NE"
"5333","NE"
"5334","NE"
"5335","NE"
"5336","NE"
"5337","NE"
"5338","NE"
"5339","NE"
"5340","NE"
"5341","NE"
"5342","DA"
"5343","NE"
"5344","NE"
"5345","NE"
"5346","DA"
"5347","NE"
"5348","DA"
"5349","NE"
"5350","NE"
"5351","NE"
"5352","NE"
"5353","NE"
"5354","NE"
"5355","NE"
"5356","NE"
"5357","NE"
"5358","NE"
"5359","NE"
"5360","NE"
"5361","NE"
"5362","NE"
"5363","NE"
"5364","NE"
"5365","NE"
"5366","NE"
"5367","NE"
"5368","NE"
"5369","NE"
"5370","NE"
"5371","NE"
